nk,en
"그러시면서 이번에 진행한 실전훈련들을 통해 임의의 전술핵운용부대들에도 전쟁억제와 전쟁주도권쟁취의 막중한 군사적임무를 부과할수 있다는 확신을 더욱 확고히 가지게 되였다고 하시며 이는 우리의 전쟁억제력가동태세에 대한 검증인 동시에 국가핵방어태세의 철저한 준비상태의 신뢰성을 증명한 계기로 되며 적들에게 우리의 핵대응태세, 핵공격능력을 알리는 분명한 경고, 명백한 과시로 된다고 말씀하시였다.","He said that he was firmly convinced that he can entrust the paramount military duty of deterring war and holding the initiative in the war to any tactical nuclear operation units through the drills for an actual war. This is the verification of the operation posture of our war deterrent and, at the same time, an occasion that proved the reliability of the thorough preparedness of the state nuclear defnece posture, and an obvious warning and clear demonstration of informing the enemies of our nuclear response posture and nuclear attack capabilities, he added."
"경애하는 김정은동지께서는 지금 이 시각도 적들의 분주한 군사적움직임이 감지되고있다고 하시면서 미국과 남조선정권의 이러한 지속적이고 의도적이며 무책임한 정세격화행동은 부득불 우리의 더 큰 반응을 유발시키게 될뿐이라고, 우리는 정세위기를 항시적으로 엄격히 주시하고있다고 하시였다.","He said that the busy military moves of the enemies are being focused at this time, too, and such the U.S. and the south Korean regime's steady, intentional and irresponsible acts of escalating the tension will only invite our greater reaction, and we are always and strictly watching the situation crisis."
경애하는 김정은동지께서는 적들이 군사적위협을 가해오는속에서도 여전히 계속 대화와 협상을 운운하고있지만 우리는 적들과 대화할 내용도 없고 또 그럴 필요성도 느끼지 않는다고 하시면서 우선 우리는 더 강력하고 단호한 의지와 행동으로써 방대한 무력을 때없이 끌어들여 지역의 정세를 격화시키는 적들에게 더욱 명백한 신호를 보내야 한다고 하시였다.,"Saying that the enemies have still talked about dialogue and negotiation while posing military threats to us, but we have no content for dialogue with the enemies and felt no necessity to do so, he stated that, above all, we should send a clearer signal to the enemies escalating the regional situation by involving the huge armed forces in any time with more powerful and resolute will and action."
경애하는 김정은동지께서는 우리는 조선반도의 불안정한 안전환경과 간과할수 없는 적들의 군사적움직임을 빠짐없이 예리하게 주시하며 필요한 경우 상응한 모든 군사적대응조치를 강력히 실행해나갈것이라고 강조하시였다.,He added that we would sharply watch the instable security circumstance on the Korean peninsula and all military moves of the enemies which cannot be overlooked and strongly take all military countermeasures if necessary.
"경애하는 김정은동지께서는 조선민주주의인민공화국 핵전투무력이 우리 국가의 존엄과 자주권, 생존권사수의 중대한 의무를 자각하고 최강의 핵대응태세를 유지하며 더욱 백방으로 강화해나가리라는 기대와 확신을 표명하시였다.","He expressed belief and conviction that the nuclear combat forces of the DPRK would maintain their strongest nuclear response posture and further strengthen it in every way, well aware of the important duty of defending the dignity, sovereignty and right to existence of our state."
경애하는 김정은동지께서 조선인민군 전선장거리포병구분대들과 공군비행대들의 화력타격훈련을 지도하시였다,Respected Comrade Kim Jong Un Guides Striking Drills of KPA Units
조선반도정세의 엄중한 상황에 대처하여 적들의 도발을 무력화시키기 위한 군사훈련들을 조직진행할데 대한 조선로동당 중앙군사위원회 결정에 따라 조선인민군 전선장거리포병구분대들과 공군비행대들의 화력타격훈련이 １０월 ６일과 ８일에 진행되였다.,There were the striking drills of long-range artillery sub-units on the front and flying corps of the Korean People's Army (KPA) on Oct. 6 and 8 according to the decision of the Central Military Commission of the Workers' Party of Korea to stage military exercises for neutralizing the enemy's provocation to cope with the grave situation in the Korean Peninsula.
조선로동당 총비서이시며 조선로동당 중앙군사위원회 위원장이신 경애하는 김정은동지께서 군사훈련들을 현지에서 지도하시였다.,"Kim Jong Un, general secretary of the Workers' Party of Korea (WPK) and chairman of the Central Military Commission of the WPK, guided the military drills on the spots."
당중앙군사위원회 성원들이 훈련을 참관하였다.,Members of the Party Central Military Commission watched the drills.
１０월 ６일 조선인민군 서부전선장거리포병구분대들과 서부지구 공군비행대들의 합동타격훈련이 진행되였다.,There took place a joint striking drill of KPA long-range artillery sub-units on the western front and flying corps in the western part of the country on Oct. 6.
합동타격훈련은 적군사기지를 모의한 섬목표에 대한 공군비행대들의 중거리공중대지상유도폭탄 및 순항미싸일타격과 각종 근접습격 및 폭격비행임무를 수행한데 이어 전선장거리포병구분대들의 순차별 화력타격을 가하는 방법으로 진행되였다.,"According to the drill plan, the flying corps discharged the missions of striking an islet, which was supposed to be the enemy's military base, with air-to-surface medium-range guided bombs and cruise missiles, and the missions of close raids and bombing flights. And then the long-range artillery sub-units on the front struck the islet in due order."
훈련을 통하여 전선포병들과 전투비행사들의 작전동원준비상태와 전투실력이 불의적으로 엄격히 검열되였으며 결과 유사시에 대비한 작전준비태세의 정확성과 고도의 실전능력이 뚜렷이 실증되였다.,"Through the drill, the artillerymen and combat pilots' preparedness for taking part in operation and combat abilities were strictly inspected without notice. As a result, the accuracy of the state of preparedness for operation to cope with an emergency and the high actual war capacity were clearly proved."
１０월 ８일 조선동해에 재진입한 미해군항공모함을 포함한 련합군해군의 해상련합기동훈련이 감행되고있는 정세배경하에서 사상 처음으로 １５０여대의 각종 전투기들을 동시출격시킨 조선인민군 공군의 대규모항공공격종합훈련이 진행되였다.,"Now that the combined forces' naval forces, including a carrier of the U.S. Navy redeployed in the East Sea of Korea on Oct. 8, are staging the naval combined maneuvers, the KPA Air Force carried out a large-scale combined air-attack drill during which more than 150 fighter planes of different missions took off simultaneously for the first time in history."
"훈련에서는 공군사단, 련대별 전투비행사들의 지상목표타격과 공중전수행능력을 판정하고 작전대상물에 따르는 공습규모와 절차와 방법, 전법을 재확증하며 비행지휘를 숙련하고 부대별 협동작전수행능력을 높이는데 목적을 두었으며 신형공중무기체계들의 시험발사를 통하여 신뢰성을 검증하였다.","The aim of the drill is to evaluate the abilities of combat pilots of all the air divisions and regiments to strike a ground target and wage an air battle. The aim is also to reconfirm the scale, procedure, ways and tactics of air strikes against various operational targets, to become skilful in air command, and to improve every unit's ability of discharging a combined operation. Through the test-firing of new-type air weapon systems, their reliability was proved."
"이어 이날 밤 적작전비행장타격을 모의한 전선동부지구 장거리포병구분대들의 대집중화력타격훈련이 진행되였으며 제시된 전투정황에서의 신속대응능력과 군사적위력, 무기체계들의 전투적성능을 다시한번 확증하였다.","Then, that evening, long-range artillery sub-units in the eastern sector of the front waged a large-scale intensive drill of striking a target assumed to be the enemy's operational airfield, and the ability of rapid counteraction in the chosen battle situation, military power and combat efficiency of weapon systems was reconfirmed."
"경애하는 김정은동지께서는 우리의 미더운 포병들과 전투비행사들이 전투력강화의 나날들에 부단히 련마해온 우수한 실전능력과 우리 군대특유의 기질적인 용감성과 애국심을 남김없이 발휘한데 대하여 높이 치하하시면서 불의적인 실전상황에도 능동적으로 정확히 대처할수 있게 사상정신적으로, 군사기술적으로 철저히 준비된데 대하여 만족을 표시하시였다.","The respected Comrade Kim Jong Un highly praised the reliable artillerymen and combat pilots for fully displaying the excellent actual war capacity they steadily improved in the days of enhancing the combat power and bravery and patriotism peculiar to the KPA, and he was satisfied with the fact that they are fully prepared ideologically, morally, militarily and technologically so that they can positively and properly cope with a sudden actual war."
경애하는 김정은동지께서는 우리 국가의 주변에서 지속적으로 악화되고있는 군사정세상황을 놓고볼 때 보다 신속하고 철저한 전쟁준비태세와 군사적대응능력강화는 우리 혁명앞에 필수불가결의 요구로 나선다고 하시면서 인민군장병들이 언제나 격동상태에서 더욱 확고한 만단의 전투동원태세를 빈틈없이 갖출데 대하여 강조하시였다.,"Noting that in the steadily-deteriorating military situation in the vicinity of our state, the more rapid and proper preparedness for war and the improved military counteraction ability present themselves before our revolution as an essential demand, he underlined the need for all the service personnel to be more fully ready for action in a high alert posture at all times."
"경애하는 김정은동지께서는 모든 장병들이 투철한 주적관, 주체적인 전쟁관으로 더욱 튼튼히 무장하고 조국의 최전방과 우리의 자주권을 무적의 군사력으로 철통같이 지켜나갈것을 호소하시면서 훈련에 참가한 군인들을 사랑의 한품에 안으시고 뜻깊은 기념사진을 찍으시였다.","Calling on all the service personnel to more firmly arm themselves with the thoroughgoing view of principal enemy and Juche-based view of war and to defend as firm as a rock the frontline of the country and its sovereignty with matchless military strength, he had a significant photo session with the soldiers who participated in the drills."
전체 장병들은 일촉즉발의 첨예한 정세속에서 조국보위의 성스러운 사명을 더 굳건히 가다듬고 전투력강화에 박차를 가하여 그 어떤 전투임무도 훌륭히 수행함으로써 당의 군사정책을 완벽한 실천으로 받들어갈 엄숙한 결의를 다지고있다.,"All the service personnel are making solemn resolution to perfectly implement the Party's military policy by successfully discharging any combat mission with redoubled efforts to strengthen the combat strength, mindful of the sacred mission of defending the country, in the touch-and-go situation."
경애하는 김정은동지께서 대규모항공공격종합훈련에 참가하여 혁혁한 군공을 세운 전투비행사들을 만나시고 축하격려해주시였다,Respected Comrade Kim Jong Un Meets and Congratulates Combat Pilots Participating in Large-scale Air Attack Combined Drill
조선로동당 총비서이시며 조선민주주의인민공화국 국무위원장이신 경애하는 김정은동지께서 １０월 ９일 대규모항공공격종합훈련에 참가하여 혁명적당군의 필승의 기개를 만천하에 떨치고 당중앙의 권위를 사수한 전투비행사들을 만나시고 축하격려해주시였다.,"Kim Jong Un, general secretary of the Workers' Party of Korea (WPK) and president of the State Affairs of the Democratic People's Republic of Korea (DPRK), met and congratulated combat pilots, who participated in a large-scale air attack combined drill to fully demonstrate before the world the invincible spirit of the Party's revolutionary army and defend the authority of the Party Central Committee, on October 9."
우리 당의 작전적구상에 따라 전격적으로 전개된 건군사에 전례없는 대규모의 항공공격종합훈련에서 무비의 용감성과 불굴의 전투정신을 발휘하며 인민공군의 위용을 만방에 떨치고 당의 훈련명령을 빛나게 관철한 영용한 전투비행사들은 경애하는 김정은동지의 뜻밖의 부르심을 받고 꿈만같이 당중앙뜨락에 들어선 끝없는 행복과 환희에 넘쳐있었다.,The gallant combat pilots demonstrated before the world the might of the people's air force and creditably carried out the Party's order of training by displaying the matchless bravery and indomitable fighting spirit in the large-scale air attack combined drill unprecedented in the army-building history which was held with a blitz under the Party's operational plan.
"경애하는 김정은동지께서 나오시자 전체 전투비행사들은 천재적인 군사사상과 탁월한 령군술, 강철의 담력과 배짱으로 강대한 조국 조선민주주의인민공화국의 절대적존엄과 국위를 세계만방에 힘있게 떨쳐가시는 백전백승의 천출명장을 우러러 우렁찬 《만세!》의 환호성을 터쳐올리며 최대의 경의를 삼가 드리였다.","They were full of endless happiness and delight of entering the courtyard of the Party Central Committee like a dream after receiving the sudden call of the respected Comrade Kim Jong Un. The moment he appeared, all the combat pilots raised stormy cheers of ""Hurrah!"", paying the highest tribute to the invincible illustrious commander who is fully demonstrating to the whole world the absolute dignity and national prestige of the powerful DPRK with the brilliant military idea, outstanding commanding art and steel-strong courage and grit."
"김정은동지께서는 열광의 환호에 따뜻이 답례하시며 당과 수령을 위하여, 목숨보다 귀중한 조국을 위하여 모든것을 바칠 결사의 각오를 안고 당중앙의 명령일하에 일제히 총출격하여 무적의 용맹을 떨친 전투비행사들의 혁혁한 군공을 높이 평가하시였다.","Warmly waving back to the enthusiastically cheering pilots, he highly praised the brilliant military merits performed by them who displayed peerless valor during simultaneous flights under the order of the Party Central Committee with a ""do-or-die"" spirit to dedicate their all to the Party and the leader and their beloved country."
"김정은동지께서는 조국의 령공을 진감한 용맹한 비행대들의 멸적의 폭음은 조국수호의 가장 빛나는 별이 되여 당과 혁명을 철벽으로 보위해가는 조선인민군 공군의 전투력의 일대 과시로 조국청사에 기록될것이라고 하시면서 전투비행사들이 우리 당의 창건과 함께 승리와 영광의 년륜을 새기며 충성의 항로를 변함없이 날아온 우리 공군특유의 훌륭한 전투정신, 투쟁기질을 더 높이 발휘하여 조국보위의 성스러운 사명을 다해나가리라는 확신을 표명하시고 뜻깊은 기념사진을 찍으시였다.","Saying that the buzzing sounds of the brave flying corps shaking the territorial air of the country to annihilate the enemy will be recorded in its history as they are the great demonstration of the combat power of the Air Force of the KPA defending the Party and revolution impregnably as the most bright star for safeguarding the country, he expressed his conviction that the combat pilots will more fully display wonderful fighting spirit and stamina peculiar to our air force that has flew invariably along the air route of loyalty, while leaving an annual ring of victory and glory along with the foundation of our Party and will discharge their sacred mission of defending the country, and had a significant photo season with them."
"전투비행사들은 경애하는 총비서동지께서 안겨주신 크나큰 사랑과 믿음을 한생의 영광으로 간직하고 결전의 그날이 오면 백두의 폭풍처럼 거세차게, 백두의 번개같이 단숨에 적의 아성으로 제일먼저 돌입하여 위대한 김정은조선의 장쾌한 승전폭음을 울릴 충천한 의지를 담아 충성의 구호들을 힘있게 웨쳤다.","The combat pilots loudly shouted the slogans of loyalty full of their will to dash first into the citadel of the enemy at a stroke like the storm and lightning of Paektu in the days of decisive battle and to sound the stirring explosion for victory of the great Korea of Kim Jong Un, bearing deep in mind his great love and trust."
경애하는 김정은동지께서 공화국창건 ７４돐 경축행사에 참가한 방역부문의 공로자들과 기념사진을 찍으시였다,Respected Comrade Kim Jong Un Has Photo Session with Persons of Merits in Anti-epidemic Sector Participating in Celebrations of 74th Founding Anniversary of DPRK
조선로동당 총비서이시며 조선민주주의인민공화국 국무위원장이신 경애하는 김정은동지께서 ９월 ９일 공화국창건 ７４돐 경축행사에 참가한 방역부문의 공로자들과 기념사진을 찍으시였다.,"Kim Jong Un, general secretary of the Workers' Party of Korea (WPK) and president of the State Affairs of the Democratic People's Republic of Korea (DPRK), Friday had a photo session with the merited persons in the anti-epidemic sector taking part in the celebrations of the 74th founding anniversary of the DPRK."
"김덕훈동지, 리일환동지, 리충길동지가 참가하였다.","Attending the photo session were Kim Tok Hun, Ri Il Hwan and Ri Chung Gil."
"나라의 방역전초선을 지켜가는 방역부문, 보건부문 일군들을 우리 제도의 수호자, 인민의 생명을 돌보는 믿음직한 보호자로 값높이 내세워주시고 뜻깊은 ９월의 경축행사에도 불러주시며 한생토록 간직할 크나큰 영광을 거듭 안겨주시는 경애하는 김정은동지에 대한 다함없는 고마움으로 참가자들의 가슴가슴은 세차게 끓어번지고있었다.",The participants in the photo session were filled with boundless gratitude for the respected Comrade Kim Jong Un who proudly puts forward the officials in the anti-epidemic and public health sector who defend the anti-epidemic forefront of the country as guardians of our social system and reliable protectors of the people's lives and bestows again on them the great honor to be cherished all their lives by inviting them to the significant celebrations in September again.
"경애하는 총비서동지께서 도착하시자 전체 참가자들은 조국과 인민에 대한 열화의 사랑과 희생적인 헌신, 정력적인 령도로 세계보건사에 전무후무한 방역대승을 안아오시고 우리식 사회주의제도의 정치사상적위력과 우월성을 온 세상에 떨쳐주신 우리 국가의 강대성의 상징이시고 우리 인민모두의 삶과 행복의 전부이신 위대한 김정은동지를 우러러 폭풍같은 《만세!》의 환호성을 터쳐올리였다.","When Kim Jong Un arrived at the venue of the photo session, all the participants broke into thunderous cheers of ""Hurrah!"" as a token of their deep reverence for the great Comrade Kim Jong Un, the symbol of the mightiness of our state and defender of the life and happiness of all the people, who brought about a great victory in the anti-epidemic campaign unprecedented in the world public health history and demonstrated to the whole world the politico-ideological might and advantages of our-style socialist system with his ardent love and self-sacrificing devotion to the country and people and energetic leadership."
"김정은동지께서는 우리 당을 받드는 충성의 열정과 강인한 정신력, 인민에 대한 뜨거운 정성으로 최악의 보건사태를 성과적으로 제압하고 방역안정을 쟁취하는데 공헌한 당의 붉은 방역전사, 보건전사들에게 따뜻한 축하와 격려의 인사를 보내시였다.","Kim Jong Un extended warm congratulations and encouragement to the red anti-epidemic soldiers and public health soldiers of the Party who contributed to stabilizing the anti-epidemic situation after successfully controlling the worst public health crisis with the intense loyalty to the Party, strong mental power, ardent sincerity for the people."
"김정은동지께서는 인민의 생명수호를 위한 준엄한 방역전에서 핵심적역할을 하며 당과 정부의 방역정책, 보건정책을 결사관철한 우리 시대의 참된 보건일군, 애국자들의 견인불발의 노력과 분투가 있어 우리 공화국의 창건일을 이처럼 평온과 환희속에 성대하게 경축할수 있게 되였다고 하시면서 나라의 방역진지강화에 바쳐가는 그들의 애국심을 높이 평가하시였다.","Saying that thanks to the strenuous efforts of the genuine public health workers and patriots of our era who devotedly implemented the anti-epidemic and public health policies of the Party and the government while playing a pivotal role in the severe anti-epidemic campaign for defending the people's lives, the founding anniversary of our Republic could be splendidly celebrated in such peace and excitement, he highly appreciated the patriotism of them who have devoted themselves to strengthening the country's anti-epidemic position."
"김정은동지께서는 조국의 아픔과 시련을 누구보다 잘 알고 운명을 함께 하며 당과 혁명이 부르는 곳에 남먼저 어깨를 내대는 참된 애국충신들, 고마운 사회주의근로자들이 억척으로 받들어주기에 우리의 조국과 우리의 위업은 언제나 승리할것이라고 말씀하시였다.",He said that our country and cause would always emerge victorious thanks to the full support of the genuine patriotic loyalists and thankful socialist working people who throw themselves into the places called by the Party and the revolution ahead of others while knowing well the pain and trials of the country more than any others and sharing the destiny with the country.
"김정은동지께서는 참가자들이 방역능력이자 국가의 안전보장능력이며 인민의 생명수호능력임을 항상 자각하고 방역대전에서 이룩한 성과를 더욱 확대공고화하면서 그 어떤 보건위기에도 주도적으로, 성공적으로 대처할수 있는 방역능력건설에 배가의 노력을 기울여 국가의 발전과 온 나라 가정의 안녕을 굳건히 담보해나가리라는 기대와 확신을 표명하시고 그들과 뜻깊은 기념사진을 찍으시였다.","Expressing expectation and conviction that the participants will firmly guarantee the development of the state and wellbeing of all families across the country by directing redoubled efforts to building the anti-epidemic capability to initiatively and successfully cope with any public health crisis while further expanding and consolidating the achievements made in the great anti-epidemic war, always mindful that the anti-epidemic capability is the capability to ensure the state security and defend the people's life, he had a significant photo session with them."
"전체 참가자들은 사회주의 우리 제도의 우월성을 방역실천, 보건실천에 철저히 구현하는데 심신을 깡그리 바침으로써 당중앙의 크나큰 믿음에 충성으로 보답할 철석의 맹세를 다짐하였다.",All the participants made a firm pledge to repay the deep trust of the Party Central Committee with loyalty by devoting themselves entirely to thoroughly embodying the advantages of our socialist system in anti-epidemic and public health practice.
조선민주주의인민공화국 최고인민회의 제１４기 제７차회의에서 하신 경애하는 김정은동지의 시정연설,Respected Comrade Kim Jong Un Makes Policy Speech at Seventh Session of the 14th SPA of DPRK
친애하는 대의원동지들!,"Dear comrade Deputies,"
"존경하는 상임위원장동지, 그리고 최고인민회의 부의장동지!","Esteemed Chairman of the Standing Committee and Deputy Speaker of the Supreme People's Assembly,"
방청자 여러분!,"Dear observers,"
영광스러운 우리 조국의 창건기념일을 앞두고 소집된 이번 최고인민회의 제１４기 제７차회의에서는 당과 국가의 주요정책들을 실현하는데서 중요한 의의를 가지는 법적무기들을 마련하였습니다.,"This Seventh Session of the 14th Supreme People's Assembly, convened in the lead-up to this anniversary of the founding of our glorious country, has provided legal weapons which are of great significance in implementing the major policies of the Party and the government."
특히 전체 조선인민의 총의에 의하여 국가핵무력정책과 관련한 법령을 채택한것은 국가방위수단으로서 전쟁억제력을 법적으로 가지게 되였음을 내외에 선포한 특기할 사변으로 됩니다.,"In particular, the adoption of a law related with the policy of the nation's nuclear forces in accordance with the unanimous will of all the Korean people is a noteworthy event that proclaimed at home and abroad that we have come to possess by law a war deterrent as a means for defending the state."
"이로써 국가와 인민의 영원한 안전과 만년대계의 미래까지도 확고히 담보할수 있는 정치적, 제도적장치가 갖추어지는 또 하나의 중대한 력사적위업이 달성되였습니다.",Thus achieved is another important historic cause of establishing a political and institutional mechanism for definitely guaranteeing the eternal security of our state and people as well as the distant future.
나는 우리 혁명앞에 조성된 현 국면과 정세발전추이로 보나 공화국핵무력의 사명으로 보나 매우 중대한 력사적시기에 핵무력정책이 법화되였다고 인정하면서 전체 대의원동지들이 가장 책임적인 시각에 가장 책임적인 결정을 만장일치로 채택해준데 대하여 감사하게 생각합니다.,"Recognizing that the policy of the nuclear forces was instituted as a law in a historic period, very important in view of the current situation of our revolution, the trend of developments and the mission of the nuclear forces of our Republic, I feel grateful that all the Deputies adopted with unanimous approval the most important law at a most important moment."
아울러 인민의 대표로서 국가주권을 반석같이 다지며 조선로동당 제８차대회가 제시한 투쟁목표를 실현하는데 힘과 지혜와 열정을 다하고있는 대의원동지들에게 뜨거운 격려의 인사를 드립니다.,"I also extend warm encouragement and greetings to Deputies who, as representatives of the people, are devoting all their efforts, wisdom and passion for consolidating the state power rock-solid and accomplishing the struggle objectives advanced at the Eighth Congress of the Workers' Party of Korea."
동지들!,"Comrades,"
인민대중의 자주성을 실현하기 위한 사회주의건설은 높은 단계에로 심화될수록 제국주의의 더 큰 도전과 반항에 부딪치게 됩니다.,"The higher the stage of socialist construction for achieving the independence of the masses reaches, the greater the challenge and resistance by the imperialists become."
"침략과 략탈을 본성으로, 생존수단으로 삼고있는 제국주의가 존재하는한 전쟁의 근원은 종식될수 없으며 력사발전에서 자주와 평화를 지향하는 사회주의와 제국주의간의 대립과 투쟁은 불가피한것입니다.","As long as imperialism, whose inherent nature and means of existence is aggression and plunder, exists, the source of war cannot be rooted out, and antagonism and struggle between socialism, which aspires after independence and peace, and imperialism is unavoidable in the development of history."
그러므로 사회주의의 줄기찬 발전과 번영을 이룩하는데서 어떠한 침략위협도 통할수 없는 조건과 환경을 마련하는것이 중차대하고 사활적인 요구로 나서며 이를 실현하자면 적들을 압승할수 있는 절대적힘을 가지고있어야 합니다.,"Therefore, it is a crucial and vital requirement in achieving a steady development and prosperity of socialism that conditions and an environment that allow no aggressive threat be created; to this end, we should possess an absolute strength with which we can definitely overwhelm the enemy."
"이미 우리 공화국은 반제투쟁의 성새, 사회주의의 강경보루로서 온갖 적대세력의 간섭과 압력에도 끄떡하지 않고 자기의 시간표에 따라 자위적국방력건설을 완강히 추진하여 미제가 일방적으로 핵위협을 가해오던 시대를 끝장냈습니다.","Our Republic, as a citadel of the anti-imperialist struggle and a fortress of socialism, resolutely promoted the construction of a self-reliant national defence capability according to its own timetable in the face of intervention and pressures by the hostile forces of all hues. By doing so, it put an end to the era when the US imperialists unilaterally imposed nuclear threat."
그리고 오늘은 핵무력정책을 법적으로까지 완전고착시키는 력사적대업을 이룩하였습니다.,And today it has accomplished the historic cause of making a permanent legal confirmation of the law of the policy of the nuclear forces.
"이번에 국가핵무력정책을 법화한것은 공화국정부의 자주적결단과 견결한 국권수호, 국익사수의지에 대한 더욱 뚜렷한 과시로 됩니다.",This is a clearer demonstration of the independent determination of the government of the Republic and its will to defend the sovereignty and interests of the state.
"우리의 핵무기는 건국초기부터 세계최초의 핵사용국이며 세계최대의 핵보유국인 미국의 핵공갈을 받아온 우리 공화국이 자기의 존엄과 안전을 굳건히 수호하고 핵전쟁위험을 완전히 제거하기 위하여 수십년간의 간고하고 피어린 투쟁으로 마련한 억제수단, 절대병기입니다.","Our nuclear weapons are a means for containment and ultimate weapon that our Republic, which from the early days of its birth had been under the nuclear threat by the United States, the first country to use nuclear weapons and the largest nuclear power in the world, possessed by waging an arduous and bloody struggle for scores of years so as to reliably defend its dignity and security and completely remove the danger of a nuclear war."
"지금 미국은 우리의 핵과 자위력강화가 세계평화와 지역의 안전에 중대한 위협으로 된다는 얼토당토않은 궤변으로 국제무대에서 우리 공화국정권을 《악마화》해놓기 위한 여론퍼뜨리기에 집착하면서 우리를 심리적으로, 물리적으로 제압하기 위해 추종세력들까지 총발동한 사상최악의 제재봉쇄와 정치군사적공세에 집요하게 매달리고있습니다.","With an absurd sophistry that our nuclear weapons and our strengthening of the self-defence capability pose a serious threat to global peace and the security in the region, the United States is now obsessed with spreading a rumour in the international arena aimed at demonizing the government of our Republic; it is also tenaciously resorting to the harshest-ever sanctions and blockade and political and military offensive to bring us under its control psychologically and physically even by enlisting all its vassal forces."
미국이 노리는 목적은 우리의 핵 그 자체를 제거해버리자는데도 있지만 궁극적으로는 핵을 내려놓게 하고 자위권행사력까지 포기 또는 렬세하게 만들어 우리 정권을 어느때든 붕괴시켜버리자는것입니다.,What the United States tries to achieve is not merely to remove our nuclear weapons; its final objective is to overthrow our government some day by inducing us to abandon the nuclear weapons and further give up our capability of exercising the right to self-defence or by making the capability inferior to its own.
"미국은 사상최대의 제재봉쇄로써 우리에게 간고한 환경을 조성하고 진맥이 나게 하며 우리로 하여금 국가의 안정적발전환경에 대한 불확신성과 위협을 느끼게 함으로써 우리가 핵을 선택한 대가에 대하여 생각해보게 하고 당과 정부에 대한 인민들의 불만을 유발, 야기시켜 우리스스로 핵을 내려놓지 않으면 안되게 만들어보자고 기도하고있습니다.","Through unheard-of sanctions and blockade, it is attempting to make us think about the cost of our option for the nuclear weapons and induce and incite complaint among our people about their Party and government by creating a harsh environment for us and by making us feel worn out and uncertain and threatened with regard to the environment for a stable development of our state; in this way they are trying to lead us but to give up the nuclear weapons of our own accord."
천만에!,But never.
이것은 적들의 오판이고 오산입니다.,It is the enemy's misjudgement and miscalculation.
"백날, 천날, 십년, 백년을 제재를 가해보라 합시다.","Let them impose sanctions for 100, nay 1 000 days or even ten or 100 years."
"지금 겪고있는 곤난을 잠시라도 면해보자고, 에돌아가자고 나라의 생존권과 국가와 인민의 미래의 안전이 달린 자위권을 포기할 우리가 아니며 그 어떤 극난한 환경에 처한다 해도 미국이 조성해놓은 조선반도의 정치군사적형세하에서, 더우기 핵적수국인 미국을 전망적으로 견제해야 할 우리로서는 절대로 핵을 포기할수 없습니다.","It is not we that would give up the right to self-defence, on which the country's right to existence and the security of the future of the state and the people depend, so as to escape or make a detour even a moment around the difficulties we are experiencing now; we can never give up the nuclear weapons however harsh the circumstances are in the political and military situations the United States has created on the Korean peninsula and moreover as we have to contain the United States, our nuclear enemy state, in a far-sighted way."
"우리 인민은 미제국주의자들의 상투적인 설교와 궤변과 제재압박, 군사적위협에 못이겨 잘못된 선택으로 비참한 말로를 걷고 비극적인 마감을 맞은 ２０세기, ２１세기의 수많은 력사의 사건들을 잘 알고있습니다.","Our people are well aware of the many historical events in the 20th century and 21st century, in which some countries saw and are seeing their last days and tragic ends as a result of wrong choices they made unable to bear the US imperialists' stereotyped preaching and sophistry, sanctions and pressure, and military threat."
"우리 세대는 저 하나의 안락을 찾기 위해, 직면한 오늘의 고생을 피하기 위해 적들의 간교한 설교와 끈질긴 압박에 못이겨 우리 공화국정권과 후대들의 안전을 담보하는 핵을 대부로 개선된 가시적인 경제생활환경을 추구하지 않을것이며 천신만고한대도 우리는 자기의 선택을 바꾸지 않을것입니다.","Our generation will not pursue an immediately visible improved environment for the economic life at the cost of giving up the nuclear weapons, which guarantee the security of the government of our Republic and the coming generations, to find our own comfort and to escape today's difficulties unable to bear the enemy's deceitful preaching and tenacious pressure, nor will we change our choice even if it would mean experiencing great difficulties."
하여 공화국발전사에 가장 위대하고 강인한 세대로 남아야 합니다.,"In this way, we should remain as the greatest and iron-willed generation in the history of our Republic's development."
"미국은 절대로, 절대로 우리 국가를 상대로 저들의 기도를 실현할수 없으며 우리 인민의 선택을 바꿔놓지 못할것입니다.",The United States can never and ever realize their ambition with regard to our state or make our people change their choice.
시간이 과연 누구의 편에 있습니까.,Whose side on earth is the time on?
"바쁘면 지금 적들이 바빠났지 우리는 바쁠것이 하나도 없으며 우리는 얼마든지 지금의 이 환경하에서도 우리의 힘으로, 우리 식대로 살아나갈수 있습니다.","It is the enemy who feel hard-pressed now; we do not feel hard-pressed, and we are fully able to live by our own efforts and in our own way even in these circumstances."
미국의 야수적인 대조선적대시정책으로 하여 우리 인민에게 들씌워지는 고통의 시간이 길어지는데 정비례하여 우리의 절대적힘은 계속 가속적으로 강화되고있으며 그들이 부닥치게 될 안보위협도 정비례하게 증대되고있습니다.,"In direct proportion to the increase of the period of suffering imposed on our people by the US's brutal hostile policy against us, our absolute strength is continuing to be built up at exponential speed and the security threat they have to face is increasing in direct proportion."
